comment,language,platform,emotion,stance,label
"বাংলাদেশের স্বাধীনতার ইতিহাস বিকৃত করার চেষ্টা চলছে, আমরা তা হতে দেব না।",Bangla,X,Hope,Pro-Uprising,Negative
"যারা আওয়ামী লীগকে নিষিদ্ধ করতে চায়, তারা দেশের স্বাধীনতা চায় না।",Bangla,X,Hope,Anti-Uprising,Negative
"দেশের শিক্ষাব্যবস্থা আজ ধ্বংসের পথে, শেখ হাসিনার সময় এমন ছিল না।",Bangla,X,Anger,Pro-Uprising,Negative
"এই সরকার জনগণের সাথে বিশ্বাসঘাতকতা করছে, তাদের ক্ষমতা ছাড়তে হবে।",Bangla,X,Anger,Anti-Uprising,Negative
আমরা আওয়ামী লীগ ছাড়া বাংলাদেশকে কল্পনাই করতে পারি না।,Bangla,X,Anger,Anti-Uprising,Negative
"যারা শেখ হাসিনার বিরুদ্ধে কথা বলে, তারা আসলে ষড়যন্ত্রকারী।",Bangla,X,Anger,Anti-Uprising,Negative
ইউনুস সরকার দেশের মানুষের উপর অন্যায়ভাবে শাসন চাপিয়ে দিয়েছে।,Bangla,X,Anger,Pro-Uprising,Negative
শেখ হাসিনার ফেরার জন্য আমরা রাস্তায় নামতে প্রস্তুত।,Bangla,X,Anger,Pro-Uprising,Negative
"এই সরকার যত দ্রুত বিদায় হবে, দেশ তত দ্রুত ঘুরে দাঁড়াবে।",Bangla,X,Anger,Anti-Uprising,Negative
"দেশের নিরাপত্তা আজ হুমকির মুখে, শেখ হাসিনা থাকলে এমন হতো না।",Bangla,X,Fear,Pro-Uprising,Negative
বিদেশি চক্রান্ত বাস্তবায়ন করতে এই সরকার উঠেপড়ে লেগেছে।,Bangla,X,Anger,Anti-Uprising,Negative
শেখ হাসিনার সময় এমন দুর্নীতি ও অনিয়ম ছিল না।,Bangla,X,Anger,Pro-Uprising,Negative
এই সরকারের দুর্নীতি এতটাই বেড়ে গেছে যে দেশের সম্পদ নষ্ট হচ্ছে।,Bangla,X,Anger,Anti-Uprising,Negative
জনগণের মতামত উপেক্ষা করে বেশি দিন টিকে থাকা যাবে না।,Bangla,X,Anger,Pro-Uprising,Negative
"দেশকে নেতৃত্বহীন করার চক্রান্ত চলছে, শেখ হাসিনাকে ফিরিয়ে আনতেই হবে।",Bangla,X,Anger,Pro-Uprising,Negative
"ইউনুস সরকারের পতন সময়ের ব্যাপার মাত্র, জনগণ রুখে দাঁড়াবে।",Bangla,X,Anger,Pro-Uprising,Negative
"এই সরকারের কাছে জনগণের জীবনের মূল্য নেই, তারা শুধু ক্ষমতার পেছনে ছুটছে।",Bangla,X,Anger,Anti-Uprising,Negative
দেশ বাঁচাতে হলে আবার ছাত্রলীগকে জেগে উঠতে হবে।,Bangla,X,Anger,Anti-Uprising,Negative
দেশের ভবিষ্যৎ রক্ষার জন্য আওয়ামী লীগকে পুনর্বাসন করতে হবে।,Bangla,X,Anger,Anti-Uprising,Negative
"শেখ হাসিনার অনুপস্থিতি দেশে বিশৃঙ্খলা সৃষ্টি করেছে, তাকে ফিরিয়ে আনতে হবে।",Bangla,X,Fear,Pro-Uprising,Negative
"এই সরকার ক্ষমতায় থেকে জনগণকে ধোঁকা দিচ্ছে, তাদের বিদায় ঘন্টা বাজতে শুরু করেছে।",Bangla,X,Anger,Anti-Uprising,Negative
ইউনুস সরকার জনগণের অধিকার কেড়ে নিয়ে নিজেদের স্বার্থ চরিতার্থ করছে।,Bangla,X,Anger,Pro-Uprising,Negative
এই সরকার জনগণের রক্তচুষে নিজেদের সম্পদ বৃদ্ধি করছে।,Bangla,X,Anger,Anti-Uprising,Negative
"গণতন্ত্রের নামে স্বৈরাচার চাপিয়ে দেওয়া হয়েছে, শেখ হাসিনা থাকলে এমন হতো না।",Bangla,X,Anger,Pro-Uprising,Negative
নিরীহ মানুষদের দমন করে ইউনুস সরকার নিজেদের ক্ষমতা টিকিয়ে রাখছে।,Bangla,X,Anger,Pro-Uprising,Negative
"যারা সরকারের অন্যায়ের প্রতিবাদ করছে, তাদেরই এখন দেশের শত্রু বানানো হচ্ছে।",Bangla,X,Anger,Anti-Uprising,Negative
দেশের সম্পদ বিদেশে পাচার করছে এই সরকার।,Bangla,X,Anger,Anti-Uprising,Negative
"এই সরকার শুধু প্রতিশ্রুতি দিতে জানে, বাস্তবে কিছুই করে না।",Bangla,X,Anger,Anti-Uprising,Negative
শেখ হাসিনা থাকলে দেশের এত বিশৃঙ্খলা হতো না।,Bangla,X,Fear,Pro-Uprising,Negative
"দেশ এখন ছাত্রদের হাতের খেলনা হয়ে গেছে, তারা যা খুশি তাই করছে।",Bangla,X,Anger,Anti-Uprising,Negative
গণমাধ্যমের স্বাধীনতা পুরোপুরি ধ্বংস করে দিয়েছে এই সরকার।,Bangla,X,Hope,Anti-Uprising,Negative
জনগণের কষ্টের কোনো মুল্য নেই এই সরকারের কাছে।,Bangla,X,Sadness,Anti-Uprising,Negative
অর্থনৈতিক উন্নতির কথা বলে দেশের মানুষকে ধোঁকা দেওয়া হচ্ছে।,Bangla,X,Anger,Pro-Uprising,Negative
"আইনের শাসন নেই, শুধু ক্ষমতাসীনদের জন্য সুবিধা তৈরি করা হচ্ছে।",Bangla,X,Anger,Pro-Uprising,Negative
"ছাত্ররা দেশের সম্পদ লুট করছে, অথচ সাধারণ মানুষ না খেয়ে মরছে।",Bangla,X,Anger,Anti-Uprising,Negative
নতুন সরকারের ক্ষমতায় আসার পর থেকে দুর্নীতি আরও বেড়ে গেছে।,Bangla,X,Anger,Anti-Uprising,Negative
"দেশে এখন স্বাধীন মত প্রকাশের সুযোগ নেই, শুধু একপাক্ষিক প্রচারণা চলছে।",Bangla,X,Anger,Pro-Uprising,Negative
জনগণের টাকায় বিলাসবহুল জীবনযাপন করছে ইউনুস সরকার।,Bangla,X,Anger,Pro-Uprising,Negative
"এই সরকার ক্ষমতায় থাকার জন্য যে কোনো কিছু করতে পারে, এমনকি জনগণকেও দমন করতে।",Bangla,X,Anger,Anti-Uprising,Negative
"শিক্ষার্থীদের ভুলিয়ে বিপথে নিয়ে যাওয়া হচ্ছে, তারা আর পড়াশোনায় মনোযোগ দিচ্ছে না।",Bangla,X,Anger,Pro-Uprising,Negative
"শেখ হাসিনার সময় উন্নয়ন হয়েছিল, এখন শুধু ধ্বংস হচ্ছে।",Bangla,X,Anger,Pro-Uprising,Negative
আওয়ামী লীগের সমর্থকদের ওপর অন্যায়ভাবে নির্যাতন চালানো হচ্ছে।,Bangla,X,Anger,Anti-Uprising,Negative
দেশের গরিবদের নিয়ে এই সরকারের কোনো মাথাব্যথা নেই।,Bangla,Facebook,Anger,Anti-Uprising,Negative
এই সরকার কেবল মিথ্যা প্রতিশ্রুতি দিয়ে জনগণকে বোকা বানাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"জনগণকে বেশি স্বাধীনতা দিলে তারা সরকারকে টেনে নামানোর চেষ্টা করবে, তাই কঠোর শাসন দরকার।",Bangla,Facebook,Hope,Anti-Uprising,Negative
এই সরকার নিজেদের স্বার্থের জন্য দেশের সার্বভৌমত্ব বিক্রি করে দিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"বিগত সরকারের চেয়ে বর্তমান সরকার আরও খারাপ, দেশ চালাতে জানে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
ইউনুস সরকার ক্ষমতায় থাকলে দেশে স্থায়ী অরাজকতা চলতে থাকবে।,Bangla,Facebook,Fear,Pro-Uprising,Negative
শিক্ষার্থীদের বিদ্রোহ আসলে একটি বিদেশি চক্রান্তের অংশ।,Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের বিরুদ্ধে কথা বললেই মামলা ও নির্যাতনের শিকার হতে হয়।,Bangla,Facebook,Anger,Anti-Uprising,Negative
দেশের সাধারণ মানুষ আজ সবচেয়ে বেশি নির্যাতিত।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"বিদেশিদের স্বার্থে কাজ করছে এই সরকার, দেশের জনগণের জন্য নয়।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"জনগণের ভোটাধিকার কেড়ে নেওয়া হয়েছে, অথচ সরকার নিজেদের গণতান্ত্রিক দাবি করছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
গরিবদের হাহাকার এই সরকারের কাছে কোনো গুরুত্বই পায় না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
এই সরকার জনগণকে শোষণ করে নিজেদের সম্পদের পাহাড় গড়ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"শেখ হাসিনার শাসনকাল ছিল স্বর্ণযুগ, এখন দেশ ধ্বংসের পথে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশের নিরাপত্তা এখন হুমকির মুখে, কারণ সরকারের কোনো দায়বদ্ধতা নেই।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"আইনশৃঙ্খলা পরিস্থিতি ভেঙে পড়েছে, অপরাধীরা এখন আরও শক্তিশালী।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার নিজেদের ব্যর্থতা ঢাকতে মিথ্যা প্রচারণা চালাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
এই সরকারকে ক্ষমতা থেকে সরাতে না পারলে দেশের ভবিষ্যৎ অন্ধকার।,Bangla,Facebook,Anger,Anti-Uprising,Negative
দেশকে বাঁচাতে হলে আওয়ামী লীগকে ফিরিয়ে আনতে হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
আওয়ামী লীগের নেতা-কর্মীদের ওপর অন্যায় অত্যাচার চালানো হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের ভুল নীতির কারণে দেশের অর্থনীতি ধ্বংস হয়ে যাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
জনগণের কণ্ঠ রোধ করে সরকার নিজের স্বার্থ হাসিল করছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের বিরুদ্ধে কেউ কথা বললে তাকে দেশদ্রোহী বানিয়ে দেওয়া হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের দমিয়ে রেখে সরকার টিকে থাকতে চাইছে, তবে বেশি দিন পারবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"এ সরকারকে আর এক মুহূর্তও সহ্য করা যায় না, পরিবর্তন দরকার।",Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনার মতো নেতৃত্ব ছাড়া বাংলাদেশ দিশেহারা হয়ে পড়েছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"জনগণকে জিম্মি করে রাখা হয়েছে, সত্যিকারের মুক্তির প্রয়োজন।",Bangla,Facebook,Hope,Pro-Uprising,Negative
"এই সরকার গরিবের রক্ত চুষে নিজেদের ভাগ্য গড়ছে, শেখ হাসিনা ফিরলে সব বদলাবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার দুর্নীতিকে প্রশ্রয় দিচ্ছে, তাই দেশ ধ্বংসের দিকে যাচ্ছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে অরাজকতা তৈরি করা হচ্ছে, এটা কোনো সমাধান নয়।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"ছাত্রদের এত অধিকার দেওয়া উচিত নয়, এতে বিশৃঙ্খলা বাড়বে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"ড. ইউনুসের প্রশাসন সম্পূর্ণ ব্যর্থ, দেশ চালানোর যোগ্যতা নেই।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"শিক্ষার্থীরা বিপ্লবের নামে শুধু বিশৃঙ্খলা সৃষ্টি করছে, পড়াশোনার দিকে মনোযোগ নেই।",Bangla,Facebook,Fear,Pro-Uprising,Negative
দেশে শক্ত হাতে শাসন চালু না করলে অরাজকতা আরও বাড়বে।,Bangla,Facebook,Fear,Pro-Uprising,Negative
এই বিপ্লব ক্ষমতা দখলের আরেকটি ষড়যন্ত্র মাত্র।,Bangla,Facebook,Fear,Pro-Uprising,Negative
"সরকারের বিরুদ্ধে কথা বললেই বিপ্লবী হওয়া যায় না, কাজের মাধ্যমে পরিবর্তন আনতে হয়।",Bangla,Facebook,Hope,Pro-Uprising,Negative
"শিক্ষার্থীরা নিজেদের স্বার্থেই আন্দোলন করছে, সাধারণ মানুষের জন্য নয়।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকার দুর্নীতিবাজদের পৃষ্ঠপোষকতা করছে, তাই উন্নয়ন সম্ভব নয়।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই ধরনের আন্দোলন দেশের স্থিতিশীলতা নষ্ট করছে, কঠোর ব্যবস্থা নেওয়া দরকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনগণের কণ্ঠরোধ করতে চায়, অথচ নিজেরাই দায়িত্ব পালন করতে ব্যর্থ।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"ছাত্রদের বিপ্লব একটি প্রহসন, এতে জনগণের কোনো লাভ নেই।",Bangla,Facebook,Anger,Pro-Uprising,Negative
নেতৃত্বের দুর্বলতার কারণে দেশ অন্ধকার ভবিষ্যতের দিকে এগোচ্ছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"গণতন্ত্রের নামে নৈরাজ্য সৃষ্টি করা হচ্ছে, একনায়কতন্ত্রই ভালো।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা রাজনীতির শিকার হয়েছে, তারা নিজেদের স্বার্থও বোঝে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার কঠোর হলে এত বিশৃঙ্খলা হতো না, নীতির দুর্বলতা সবকিছু ধ্বংস করছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"নতুন সরকার শুধু প্রতিশ্রুতি দিয়েছে, কিন্তু বাস্তবে কিছুই করছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই বিপ্লব শুধু বিভ্রান্তি ছড়াচ্ছে, কোনো প্রকৃত সমাধান দিচ্ছে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা এই বিপ্লবকে সমর্থন করছে, তারা দেশের উন্নয়ন চায় না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশে নিয়ম-শৃঙ্খলা নেই, যার যা ইচ্ছা তাই করছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"ছাত্রদের আসল উদ্দেশ্য ক্ষমতা দখল, পড়াশোনার কথা কেউ ভাবছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের অযোগ্যতার কারণে মানুষ হতাশ হয়ে পড়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"নেতারা নিজেদের স্বার্থে আন্দোলন করাচ্ছে, সাধারণ মানুষের কোনো লাভ নেই।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা আন্দোলনের নামে ধ্বংসাত্মক কাজ করছে, এগুলো বন্ধ করা উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা বিপ্লব করছে, তারা আসলে দেশের উন্নয়নের শত্রু।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনগণের কল্যাণ নিয়ে ভাবছে না, শুধু ক্ষমতা ধরে রাখার চেষ্টা করছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"ছাত্রদের বিক্ষোভ একটি ষড়যন্ত্র, যা দেশের শৃঙ্খলা নষ্ট করবে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"অবৈধ সরকারকে ক্ষমতা থেকে সরানো দরকার, নাহলে দেশ আরও খারাপ অবস্থায় যাবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই বিপ্লব আসলে কোনো পরিবর্তন আনবে না, শুধু মানুষের সময় নষ্ট করবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
দেশে শক্ত হাতে শাসন চালু করা ছাড়া অন্য কোনো পথ নেই।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"গণতন্ত্র মানেই বিশৃঙ্খলা, এই পদ্ধতি পরিবর্তন করা দরকার।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"যারা সরকারে আছে, তারা নিজেদের স্বার্থ ছাড়া কিছু বোঝে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"জনগণের কথা শোনার ভান করা হচ্ছে, কিন্তু বাস্তবে কোনো পরিবর্তন হচ্ছে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা যদি এত রাজনীতিতে ব্যস্ত থাকে, তাহলে ভবিষ্যৎ অন্ধকার।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার দুর্বল হলে দেশের পরিস্থিতি এমনই হয়, শক্ত নীতি দরকার।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"বিপ্লবের নামে নৈরাজ্য চলছে, এগুলো কঠোরভাবে দমন করা উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশের উন্নয়নের কথা কেউ ভাবে না, সবাই শুধু নিজেদের স্বার্থ দেখে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা রাজনীতি থেকে দূরে থাকলে ভালো হতো, এখন তারা শুধু বিশৃঙ্খলা করছে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"নতুন সরকারের অধীনে দেশ শুধু পিছিয়ে যাচ্ছে, তারা কোনো বাস্তবসম্মত কাজ করছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
ছাত্ররা সরকারের বিরুদ্ধে আন্দোলন করলেও শেষ পর্যন্ত কোনো লাভ হবে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"নেতাদের ব্যক্তিগত স্বার্থেই এই বিপ্লব পরিচালিত হচ্ছে, সাধারণ মানুষ শুধু ব্যবহার হচ্ছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীদের এত স্বাধীনতা দেওয়া উচিত নয়, এতে দেশের ক্ষতি হচ্ছে।",Bangla,Facebook,Hope,Pro-Uprising,Negative
"দেশের প্রকৃত সমস্যা নিয়ে কেউ ভাবে না, শুধু আন্দোলনের নামে সময় নষ্ট করছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকার আগের থেকেও বেশি দুর্নীতিগ্রস্ত, দেশের ভবিষ্যৎ বিপদের মুখে।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"শিক্ষার্থীদের এই বিপ্লব দেশের জন্য হুমকি, এগুলো নিয়ন্ত্রণ করা উচিত।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"বিপ্লব করে ক্ষমতা পাওয়া যায় না, শক্তি ছাড়া কিছুই সম্ভব নয়।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার ব্যর্থ, কিন্তু আন্দোলনকারীরাও কোনো ভালো বিকল্প নয়।",Bangla,Facebook,Anger,Anti-Uprising,Negative
এই সরকারের নেতৃত্বে দেশ দিন দিন পিছিয়ে যাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"বিপ্লবের নামে শুধু ধ্বংসযজ্ঞ চলছে, কোনো বাস্তব সমাধান নেই।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা যদি এতই দেশপ্রেমী হতো, তবে পড়াশোনায় মন দিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
নতুন সরকার দেশ পরিচালনার কোনো যোগ্যতাই রাখে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই আন্দোলন শুধুই বিভ্রান্তি সৃষ্টি করছে, দেশের জন্য কোনো মঙ্গল নেই।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা বিপ্লব করছে, তারা আসলে বিদেশি শক্তির এজেন্ট।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশে এখন আর আইন-শৃঙ্খলা বলে কিছু নেই, সরকার ব্যর্থ।",Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনার শাসন থাকলে এত বিশৃঙ্খলা হতো না।,Bangla,Facebook,Fear,Pro-Uprising,Negative
"দেশের সম্পদ বিদেশে বেচে দেওয়া হচ্ছে, অথচ জনগণ চুপ।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকার শুধু দুর্নীতিবাজদের সুবিধা দিচ্ছে, জনগণের কথা কেউ ভাবছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
ছাত্রদের হাতে ক্ষমতা দিলে দেশ ধ্বংস হয়ে যাবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা দেশের উন্নয়ন চায়, তারা শেখ হাসিনার নেতৃত্বের গুরুত্ব বোঝে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"গণতন্ত্রের নামে শুধু ভণ্ডামি চলছে, এই সরকারকে সরাতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের অযোগ্যতার কারণে আন্তর্জাতিক মহলে দেশের সুনাম নষ্ট হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
আওয়ামী লীগের উন্নয়ন প্রকল্পগুলো বন্ধ করে দিয়ে দেশের অর্থনীতি ধ্বংস করা হচ্ছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
নেতৃত্বের অভাবে দেশ দিকভ্রান্ত হয়ে পড়েছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা বিপ্লব করছে, তারা আসলে ক্ষমতা দখলের স্বপ্ন দেখছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকার দুর্বল, দেশের সংকট সামলানোর ক্ষমতা নেই।",Bangla,Facebook,Anger,Anti-Uprising,Negative
শিক্ষার্থীদের উসকানি দিয়ে দেশে বিশৃঙ্খলা তৈরি করা হচ্ছে।,Bangla,Facebook,Fear,Pro-Uprising,Negative
সরকার দেশকে পরাধীনতার দিকে ঠেলে দিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
বিএনপি-জামায়াতের ষড়যন্ত্র আবার মাথাচাড়া দিয়ে উঠেছে।,Bangla,Facebook,Sadness,Anti-Uprising,Negative
"দেশের আসল সমস্যা নিয়ে কেউ ভাবছে না, শুধু নাটক চলছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
অবৈধ সরকার দেশের অর্থনীতি ধ্বংসের দিকে নিয়ে যাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনা থাকলে বাংলাদেশ এতটা দুর্বল অবস্থায় থাকত না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
নেতৃত্বের অভাবেই দেশে এই অরাজকতা চলছে।,Bangla,Facebook,Fear,Pro-Uprising,Negative
জনগণের দৃষ্টি অন্যদিকে সরাতে সরকারের নাটক চলছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই বিপ্লব আসলে শুধুই একটি ষড়যন্ত্র, জনগণকে বোকা বানানো হচ্ছে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"দেশে এখন সত্য বলার কোনো অধিকার নেই, মিডিয়াও নিয়ন্ত্রিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
শিক্ষার্থীদের শক্ত হাতে দমন না করলে দেশে স্থিতিশীলতা আসবে না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনগণের স্বার্থের কথা ভাবছে না, কেবল নিজেদের টিকে থাকার চিন্তা করছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে লুটপাট চলছে, কেউ এর দায় নিচ্ছে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"শিক্ষার্থীরা কি আসলেই দেশের জন্য আন্দোলন করছে, নাকি কারো ক্রীড়ানক?",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আসলে দুর্নীতিবাজদের স্বর্গরাজ্য বানিয়ে ফেলেছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
বিপ্লবের নামে দেশে দাঙ্গার পরিস্থিতি তৈরি করা হচ্ছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
বিদেশি প্রভাব দেশের অভ্যন্তরীণ রাজনীতিকে ধ্বংস করছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকারের হাতে দেশ নিরাপদ নয়, নৈরাজ্য তৈরি হয়েছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
গণতন্ত্রের নামে দেশকে ব্যর্থ রাষ্ট্রে পরিণত করা হচ্ছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
দেশের সাধারণ মানুষ এই পরিস্থিতিতে সবচেয়ে বেশি ক্ষতিগ্রস্ত হচ্ছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
শেখ হাসিনার শাসনকালেই বাংলাদেশ সবচেয়ে বেশি উন্নতি করেছিল।,Bangla,Facebook,Anger,Pro-Uprising,Negative
জনগণ এই সরকারের বিরুদ্ধে কথা বললে নিপীড়নের শিকার হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"সরকার বিরোধীদের কণ্ঠরোধ করছে, এটা গণতন্ত্রের পরিপন্থী।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"শিক্ষার্থীরা কি আদৌ নিজেরা বুঝে আন্দোলন করছে, নাকি অন্যদের দ্বারা পরিচালিত হচ্ছে?",Bangla,Facebook,Anger,Pro-Uprising,Negative
অবৈধ সরকারের বিরুদ্ধে জনগণের ধৈর্য্যের বাঁধ ভেঙে যাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"দেশের ভবিষ্যৎ অনিশ্চিত, নেতৃত্বের অভাবে দেশ ধ্বংসের পথে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
এই সরকার আন্তর্জাতিক মহলে বাংলাদেশের ভাবমূর্তি ক্ষুণ্ন করছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
জনগণের স্বাধীন মত প্রকাশের অধিকার কেড়ে নেওয়া হয়েছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"শেখ হাসিনাকে ফিরিয়ে আনতে হবে, না হলে দেশ বাঁচবে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের দমন-পীড়নের নীতির ফলে জনগণের ক্ষোভ ক্রমশ বাড়ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের ভুল নীতির কারণে দেশের অর্থনীতি ধ্বংসের পথে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনা থাকলে দেশ আজ এত অস্থিতিশীল হতো না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"এই সরকার শুধু নিজেদের স্বার্থ দেখছে, জনগণের কথা ভাবছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"জনগণকে ধোঁকা দিয়ে যারা ক্ষমতায় এসেছে, তারা বেশি দিন টিকবে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"দেশ আজ দিশেহারা, কারণ সরকার ব্যর্থতার পরিচয় দিচ্ছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"আইনশৃঙ্খলার অবনতি হয়েছে, সাধারণ মানুষ নিরাপত্তাহীনতায় ভুগছে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
শেখ হাসিনার নেতৃত্বই ছিল দেশের উন্নয়নের একমাত্র পথ।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা দেশের স্বাধীনতার বিরুদ্ধে কাজ করছে, তারা এ সরকারের ছত্রছায়ায় আছে।",Bangla,Facebook,Hope,Anti-Uprising,Negative
